log_id,timestamp,session_id,source_ip,layer,action_type,maliciousness_score,entropy_value,threat_vector_contribution
63fce726,2026-04-10T04:50:25.388Z,0xC1E,192.168.1.91,HTTP,ADMIN_RECON,74,4.23,7.40
0534cf31,2026-04-10T04:51:37.388Z,0xDAEB,192.168.1.129,SQL,USER_ENUMERATION,71,1.70,7.10
a3014751,2026-04-10T04:52:49.388Z,0xAF27,192.168.1.173,HTTP,ENV_SCAN,67,1.93,6.70
6641052c,2026-04-10T04:54:01.388Z,0x1EA7,192.168.1.153,HTTP,ENV_SCAN,80,2.65,8.00
f0498170,2026-04-10T04:55:13.388Z,0x8572,192.168.1.214,SSH,ROOT_LOGIN_ATTEMPT,66,1.67,6.60
f38a48c8,2026-04-10T04:56:25.388Z,0xCDC6,192.168.1.229,SQL,HONEYTOKEN_TRIGGER,75,1.52,7.50
98095be4,2026-04-10T04:57:37.388Z,0x8ACE,192.168.1.244,SSH,PRIV_ESC,95,2.92,9.50
f4e18cae,2026-04-10T04:58:49.388Z,0xD3D0,192.168.1.159,SSH,PRIV_ESC,87,3.38,8.70
ef2c54b4,2026-04-10T05:00:01.388Z,0x774B,192.168.1.241,SSH,BANNER_GRAB,89,3.14,8.90
d9fec3d8,2026-04-10T05:01:13.388Z,0x8DDF,192.168.1.142,HTTP,ADMIN_RECON,73,2.39,7.30
3ea5506c,2026-04-10T05:02:25.388Z,0x486F,192.168.1.22,SSH,BANNER_GRAB,98,2.75,9.80
ea032a9c,2026-04-10T05:03:37.388Z,0x3FBF,192.168.1.178,SQL,USER_ENUMERATION,83,3.31,8.30
9de8a889,2026-04-10T05:04:49.388Z,0xCDD4,192.168.1.28,SSH,SHELLCODE_INJECTION,98,4.17,9.80
81e740f1,2026-04-10T05:06:01.388Z,0x9F1A,192.168.1.241,SQL,USER_ENUMERATION,80,3.13,8.00
76e3700b,2026-04-10T05:07:13.388Z,0xB57D,192.168.1.165,SQL,TABLE_DROP,68,2.21,6.80
40598172,2026-04-10T05:08:25.388Z,0x89CA,192.168.1.43,SSH,BRUTE_FORCE,67,3.73,6.70
2e912a25,2026-04-10T05:09:37.388Z,0x88BD,192.168.1.225,SSH,SHELLCODE_INJECTION,94,1.75,9.40
e846a44e,2026-04-10T05:10:49.388Z,0x2D17,192.168.1.202,SQL,USER_ENUMERATION,74,3.07,7.40
52290a75,2026-04-10T05:12:01.388Z,0x3141,192.168.1.52,HTTP,ADMIN_RECON,73,2.88,7.30
bf8e1f57,2026-04-10T05:13:13.388Z,0xCA1C,192.168.1.10,HTTP,ENV_SCAN,92,2.95,9.20
f35bd8d1,2026-04-10T05:14:25.388Z,0xFDA8,192.168.1.155,HTTP,ENV_SCAN,63,1.52,6.30
2e90f81f,2026-04-10T05:15:37.388Z,0x9353,192.168.1.158,HTTP,DIR_TRAVERSAL,83,2.73,8.30
cb12766b,2026-04-10T05:16:49.388Z,0x988C,192.168.1.119,SSH,BRUTE_FORCE,82,2.46,8.20
8f1b12c4,2026-04-10T05:18:01.388Z,0x7D1C,192.168.1.57,SSH,BRUTE_FORCE,76,2.66,7.60
78eaa0e0,2026-04-10T05:19:13.388Z,0x3093,192.168.1.227,HTTP,XSS_PAYLOAD,95,3.70,9.50
cb566365,2026-04-10T05:20:25.388Z,0x6EB2,192.168.1.156,SQL,TABLE_DROP,75,2.79,7.50
93201a5a,2026-04-10T05:21:37.388Z,0x30B7,192.168.1.76,SQL,USER_ENUMERATION,70,3.03,7.00
513e22c7,2026-04-10T05:22:49.388Z,0x7AF4,192.168.1.113,HTTP,ENV_SCAN,68,3.59,6.80
4e190e18,2026-04-10T05:24:01.388Z,0x9B40,192.168.1.89,HTTP,XSS_PAYLOAD,75,2.81,7.50
385fd1ac,2026-04-10T05:25:13.388Z,0xD8E2,192.168.1.127,SSH,BANNER_GRAB,94,3.28,9.40
ec71d408,2026-04-10T05:26:25.388Z,0x4D13,192.168.1.208,SQL,TABLE_DROP,80,2.68,8.00
13480015,2026-04-10T05:27:37.388Z,0x1B38,192.168.1.198,SQL,TABLE_DROP,70,2.15,7.00
0138ad1a,2026-04-10T05:28:49.388Z,0xC7AE,192.168.1.239,SSH,BANNER_GRAB,66,3.74,6.60
5cfb2b90,2026-04-10T05:30:01.388Z,0x7263,192.168.1.70,SSH,BANNER_GRAB,75,3.93,7.50
6b5094f7,2026-04-10T05:31:13.388Z,0xDF09,192.168.1.140,SQL,USER_ENUMERATION,99,3.41,9.90
91b5113c,2026-04-10T05:32:25.388Z,0x7C73,192.168.1.64,SSH,PRIV_ESC,74,4.29,7.40
d8da21f6,2026-04-10T05:33:37.388Z,0x5D30,192.168.1.134,SQL,BLIND_SQLI,85,1.85,8.50
414cd7e7,2026-04-10T05:34:49.388Z,0xEC18,192.168.1.204,SSH,PRIV_ESC,70,1.55,7.00
8e5aab39,2026-04-10T05:36:01.388Z,0xEA79,192.168.1.195,SSH,PRIV_ESC,63,3.00,6.30
abba042e,2026-04-10T05:37:13.388Z,0xA489,192.168.1.190,HTTP,DIR_TRAVERSAL,74,3.86,7.40
d3dd8cbb,2026-04-10T05:38:25.388Z,0x3883,192.168.1.232,SQL,USER_ENUMERATION,87,2.05,8.70
994402fd,2026-04-10T05:39:37.388Z,0xF592,192.168.1.209,SQL,TABLE_DROP,89,1.92,8.90
050beb15,2026-04-10T05:40:49.388Z,0x4059,192.168.1.239,HTTP,ADMIN_RECON,65,3.02,6.50
3f33a1d8,2026-04-10T05:42:01.388Z,0xED02,192.168.1.118,SSH,PRIV_ESC,88,3.38,8.80
c790fc1f,2026-04-10T05:43:13.388Z,0xBC40,192.168.1.3,HTTP,XSS_PAYLOAD,82,4.33,8.20
4cdc8323,2026-04-10T05:44:25.388Z,0xF26D,192.168.1.39,SQL,TABLE_DROP,62,3.62,6.20
03e8f18f,2026-04-10T05:45:37.388Z,0x5CE5,192.168.1.223,SQL,VERSION_PROBE,95,3.40,9.50
eb5cdfbb,2026-04-10T05:46:49.388Z,0x43D3,192.168.1.55,SQL,TABLE_DROP,96,4.12,9.60
188a5b36,2026-04-10T05:48:01.388Z,0x3175,192.168.1.3,SQL,USER_ENUMERATION,75,2.16,7.50
b2e81d12,2026-04-10T05:49:13.388Z,0x13A1,192.168.1.231,SSH,BRUTE_FORCE,62,1.54,6.20
c22b42ab,2026-04-10T05:50:25.388Z,0x1859,192.168.1.245,SQL,TABLE_DROP,76,3.57,7.60
7bd8f41d,2026-04-10T05:51:37.388Z,0x7EA4,192.168.1.163,SQL,BLIND_SQLI,88,4.11,8.80
30481448,2026-04-10T05:52:49.388Z,0x8519,192.168.1.233,SSH,BANNER_GRAB,99,4.09,9.90
7ea4a1a5,2026-04-10T05:54:01.388Z,0x193E,192.168.1.74,SSH,BRUTE_FORCE,76,2.65,7.60
6a260a68,2026-04-10T05:55:13.388Z,0xED97,192.168.1.229,SSH,BRUTE_FORCE,99,3.12,9.90
b841f28f,2026-04-10T05:56:25.388Z,0x62CF,192.168.1.17,SSH,BANNER_GRAB,67,3.36,6.70
e9de097c,2026-04-10T05:57:37.388Z,0x95A5,192.168.1.184,HTTP,DIR_TRAVERSAL,81,3.40,8.10
e49e6356,2026-04-10T05:58:49.388Z,0xB9F1,192.168.1.251,SSH,PRIV_ESC,69,4.00,6.90
6d162f86,2026-04-10T06:00:01.388Z,0xE437,192.168.1.26,HTTP,SQL_INJECTION,79,1.63,7.90
4f27d26c,2026-04-10T06:01:13.388Z,0xC9AF,192.168.1.87,SQL,VERSION_PROBE,81,3.89,8.10
0b51a54e,2026-04-10T06:02:25.388Z,0x486B,192.168.1.109,HTTP,ADMIN_RECON,62,3.34,6.20
53d801eb,2026-04-10T06:03:37.388Z,0x43FA,192.168.1.212,SQL,VERSION_PROBE,94,3.11,9.40
df7c147d,2026-04-10T06:04:49.388Z,0xE67,192.168.1.5,SSH,PRIV_ESC,88,3.60,8.80
2fd8c441,2026-04-10T06:06:01.388Z,0x3087,192.168.1.203,SQL,TABLE_DROP,94,2.95,9.40
6fe1a7ee,2026-04-10T06:07:13.388Z,0x247A,192.168.1.90,SQL,HONEYTOKEN_TRIGGER,91,3.05,9.10
5da49d41,2026-04-10T06:08:25.388Z,0x5444,192.168.1.60,SQL,BLIND_SQLI,95,4.04,9.50
f5d2b401,2026-04-10T06:09:37.388Z,0x12D9,192.168.1.47,SSH,PRIV_ESC,88,2.43,8.80
af8959b4,2026-04-10T06:10:49.388Z,0x49B9,192.168.1.111,SQL,HONEYTOKEN_TRIGGER,65,3.06,6.50
a752c0ef,2026-04-10T06:12:01.388Z,0xC4E7,192.168.1.44,SQL,VERSION_PROBE,68,3.42,6.80
eb709891,2026-04-10T06:13:13.388Z,0x6681,192.168.1.188,SQL,HONEYTOKEN_TRIGGER,65,1.55,6.50
aef19962,2026-04-10T06:14:25.388Z,0x9C70,192.168.1.189,SSH,BANNER_GRAB,63,1.65,6.30
d371e027,2026-04-10T06:15:37.388Z,0x2ADE,192.168.1.29,SQL,HONEYTOKEN_TRIGGER,63,4.13,6.30
8812e25d,2026-04-10T06:16:49.388Z,0xAF03,192.168.1.156,SQL,HONEYTOKEN_TRIGGER,84,1.86,8.40
001f413f,2026-04-10T06:18:01.388Z,0x88D3,192.168.1.198,SQL,TABLE_DROP,73,2.90,7.30
b0ab73ce,2026-04-10T06:19:13.388Z,0xBF5E,192.168.1.17,HTTP,SQL_INJECTION,66,4.07,6.60
774d3bbf,2026-04-10T06:20:25.388Z,0x9A8C,192.168.1.205,HTTP,ENV_SCAN,94,2.96,9.40
cdefb18f,2026-04-10T06:21:37.388Z,0x196E,192.168.1.207,HTTP,XSS_PAYLOAD,92,4.49,9.20
b40c36d1,2026-04-10T06:22:49.388Z,0xCEC3,192.168.1.73,SSH,SHELLCODE_INJECTION,74,4.45,7.40
95b1e00c,2026-04-10T06:24:01.388Z,0xD5A1,192.168.1.148,SSH,BANNER_GRAB,70,2.18,7.00
66632a80,2026-04-10T06:25:13.388Z,0xC334,192.168.1.50,SSH,BANNER_GRAB,75,4.00,7.50
2177b4e1,2026-04-10T06:26:25.388Z,0x405C,192.168.1.45,HTTP,ENV_SCAN,91,3.36,9.10
8e77be80,2026-04-10T06:27:37.388Z,0x21D,192.168.1.195,SQL,HONEYTOKEN_TRIGGER,73,1.72,7.30
d5420b32,2026-04-10T06:28:49.388Z,0x9D02,192.168.1.65,SSH,ROOT_LOGIN_ATTEMPT,90,2.39,9.00
bd5cfc48,2026-04-10T06:30:01.388Z,0xA061,192.168.1.153,SQL,BLIND_SQLI,65,1.62,6.50
e9300158,2026-04-10T06:31:13.388Z,0x4319,192.168.1.142,HTTP,SQL_INJECTION,80,2.67,8.00
ffce874f,2026-04-10T06:32:25.388Z,0xD32B,192.168.1.76,HTTP,ADMIN_RECON,99,3.57,9.90
cc5531de,2026-04-10T06:33:37.388Z,0xA230,192.168.1.64,HTTP,SQL_INJECTION,82,4.33,8.20
e441c0ad,2026-04-10T06:34:49.388Z,0x5F0A,192.168.1.196,SSH,BANNER_GRAB,70,4.32,7.00
db7f4571,2026-04-10T06:36:01.388Z,0xE178,192.168.1.10,SSH,SHELLCODE_INJECTION,60,3.16,6.00
d2c7585a,2026-04-10T06:37:13.388Z,0x9506,192.168.1.97,SSH,SHELLCODE_INJECTION,68,3.41,6.80
0b2e324f,2026-04-10T06:38:25.388Z,0xC04D,192.168.1.189,HTTP,SQL_INJECTION,89,2.25,8.90
dbee0ed9,2026-04-10T06:39:37.388Z,0xE994,192.168.1.104,SQL,TABLE_DROP,68,3.92,6.80
6151b67f,2026-04-10T06:40:49.388Z,0xA695,192.168.1.199,SSH,ROOT_LOGIN_ATTEMPT,90,3.19,9.00
66851aa6,2026-04-10T06:42:01.388Z,0x2694,192.168.1.249,SSH,ROOT_LOGIN_ATTEMPT,86,3.61,8.60
8184204e,2026-04-10T06:43:13.388Z,0x59CF,192.168.1.136,SSH,SHELLCODE_INJECTION,76,2.85,7.60
3c818dfb,2026-04-10T06:44:25.388Z,0x2AD2,192.168.1.144,HTTP,DIR_TRAVERSAL,65,4.47,6.50
7b5e9973,2026-04-10T06:45:37.388Z,0xF534,192.168.1.79,HTTP,DIR_TRAVERSAL,75,3.35,7.50
154bfc63,2026-04-10T06:46:49.388Z,0xEDCE,192.168.1.188,SSH,SHELLCODE_INJECTION,85,2.19,8.50
a3bfba3b,2026-04-10T06:48:01.388Z,0x2D22,192.168.1.124,SSH,SHELLCODE_INJECTION,90,2.89,9.00
a5805833,2026-04-10T06:49:13.388Z,0xCA44,192.168.1.229,SSH,BANNER_GRAB,72,1.51,7.20
ae3232b4,2026-04-10T06:50:25.388Z,0xE4D7,192.168.1.172,SSH,SHELLCODE_INJECTION,91,3.50,9.10
cada5490,2026-04-10T06:51:37.388Z,0x139A,192.168.1.40,SQL,HONEYTOKEN_TRIGGER,74,3.99,7.40
93b84b86,2026-04-10T06:52:49.388Z,0xE94,192.168.1.198,SSH,SHELLCODE_INJECTION,94,3.48,9.40
6126d9d4,2026-04-10T06:54:01.388Z,0xF467,192.168.1.196,HTTP,DIR_TRAVERSAL,97,2.20,9.70
d5887d06,2026-04-10T06:55:13.388Z,0xF5D8,192.168.1.99,SSH,BRUTE_FORCE,73,4.42,7.30
cda70c8e,2026-04-10T06:56:25.388Z,0xBF9F,192.168.1.102,HTTP,XSS_PAYLOAD,70,4.24,7.00
2f97b8b6,2026-04-10T06:57:37.388Z,0xD6B2,192.168.1.242,HTTP,SQL_INJECTION,99,4.29,9.90
d1c47a3d,2026-04-10T06:58:49.388Z,0xE620,192.168.1.87,SSH,BRUTE_FORCE,85,4.18,8.50
5d750fd5,2026-04-10T07:00:01.388Z,0x6E30,192.168.1.220,SSH,BRUTE_FORCE,92,1.53,9.20
776c8f8c,2026-04-10T07:01:13.388Z,0x4DED,192.168.1.66,SQL,TABLE_DROP,87,2.25,8.70
0bc2f219,2026-04-10T07:02:25.388Z,0x1063,192.168.1.65,HTTP,XSS_PAYLOAD,74,3.78,7.40
92446bd4,2026-04-10T07:03:37.388Z,0xB2CB,192.168.1.138,HTTP,XSS_PAYLOAD,60,2.17,6.00
cf15ea35,2026-04-10T07:04:49.388Z,0xA82F,192.168.1.98,HTTP,ADMIN_RECON,62,4.11,6.20
d418dae8,2026-04-10T07:06:01.388Z,0xEA3B,192.168.1.16,SSH,BANNER_GRAB,64,4.48,6.40
f42f067e,2026-04-10T07:07:13.388Z,0xD627,192.168.1.212,SQL,BLIND_SQLI,88,4.00,8.80
5ee189ca,2026-04-10T07:08:25.388Z,0x9B34,192.168.1.155,SSH,ROOT_LOGIN_ATTEMPT,75,4.12,7.50
965115b9,2026-04-10T07:09:37.388Z,0xAD09,192.168.1.27,SSH,PRIV_ESC,94,4.49,9.40
938472f2,2026-04-10T07:10:49.388Z,0xA77E,192.168.1.66,HTTP,DIR_TRAVERSAL,65,2.86,6.50
11b31209,2026-04-10T07:12:01.388Z,0x7E9E,192.168.1.180,SSH,PRIV_ESC,67,1.65,6.70
639e035a,2026-04-10T07:13:13.388Z,0x940C,192.168.1.207,SSH,ROOT_LOGIN_ATTEMPT,85,1.56,8.50
329c60bb,2026-04-10T07:14:25.388Z,0x582F,192.168.1.239,SSH,BANNER_GRAB,70,3.42,7.00
0f63d190,2026-04-10T07:15:37.388Z,0xBEF5,192.168.1.64,HTTP,ADMIN_RECON,65,1.53,6.50
be255a5c,2026-04-10T07:16:49.388Z,0x1F71,192.168.1.48,SSH,ROOT_LOGIN_ATTEMPT,68,2.83,6.80
aa84cc21,2026-04-10T07:18:01.388Z,0xF2F,192.168.1.25,HTTP,SQL_INJECTION,78,2.32,7.80
0fb7e7b0,2026-04-10T07:19:13.388Z,0xE433,192.168.1.247,SQL,VERSION_PROBE,61,3.74,6.10
48af7459,2026-04-10T07:20:25.388Z,0x5DD8,192.168.1.207,SSH,BRUTE_FORCE,64,1.68,6.40
52a95d8c,2026-04-10T07:21:37.388Z,0xDCC4,192.168.1.195,SQL,TABLE_DROP,91,3.47,9.10
028d8e08,2026-04-10T07:22:49.388Z,0xEEBC,192.168.1.166,SQL,TABLE_DROP,85,4.05,8.50
8daf588d,2026-04-10T07:24:01.388Z,0x1BAC,192.168.1.99,SSH,SHELLCODE_INJECTION,79,2.73,7.90
e2e6899f,2026-04-10T07:25:13.388Z,0xDC50,192.168.1.189,SQL,USER_ENUMERATION,73,3.94,7.30
668d043b,2026-04-10T07:26:25.388Z,0xB170,192.168.1.28,HTTP,ADMIN_RECON,78,2.75,7.80
18cd7d79,2026-04-10T07:27:37.388Z,0xB0D4,192.168.1.134,SQL,VERSION_PROBE,81,4.40,8.10
e8b71fb1,2026-04-10T07:28:49.388Z,0x4595,192.168.1.111,HTTP,ENV_SCAN,91,2.82,9.10
bddb0830,2026-04-10T07:30:01.388Z,0x1461,192.168.1.40,SQL,TABLE_DROP,93,4.21,9.30
13b07b57,2026-04-10T07:31:13.388Z,0x7C50,192.168.1.185,HTTP,ADMIN_RECON,73,2.56,7.30
930009e2,2026-04-10T07:32:25.388Z,0x93A,192.168.1.138,SSH,PRIV_ESC,95,2.03,9.50
efb9b24c,2026-04-10T07:33:37.388Z,0x4E6C,192.168.1.174,SQL,HONEYTOKEN_TRIGGER,92,4.45,9.20
03f17533,2026-04-10T07:34:49.388Z,0x6324,192.168.1.175,HTTP,SQL_INJECTION,90,4.23,9.00
64ca67d7,2026-04-10T07:36:01.388Z,0xAE9E,192.168.1.88,SQL,VERSION_PROBE,69,4.03,6.90
41b3acd3,2026-04-10T07:37:13.388Z,0xBD29,192.168.1.139,SSH,SHELLCODE_INJECTION,76,2.45,7.60
e2abc70a,2026-04-10T07:38:25.388Z,0xD52B,192.168.1.26,HTTP,SQL_INJECTION,85,2.71,8.50
ae013386,2026-04-10T07:39:37.388Z,0x7FD4,192.168.1.206,HTTP,ADMIN_RECON,68,1.65,6.80
6a0c354d,2026-04-10T07:40:49.388Z,0x7BC2,192.168.1.41,SQL,USER_ENUMERATION,70,3.67,7.00
25ebb785,2026-04-10T07:42:01.388Z,0xA3A2,192.168.1.61,HTTP,ENV_SCAN,80,3.75,8.00
83cf6c17,2026-04-10T07:43:13.388Z,0x6D9D,192.168.1.111,SSH,PRIV_ESC,61,3.91,6.10
00692c69,2026-04-10T07:44:25.388Z,0x6A5B,192.168.1.166,SSH,ROOT_LOGIN_ATTEMPT,97,3.12,9.70
6f106eea,2026-04-10T07:45:37.388Z,0x83D2,192.168.1.199,HTTP,SQL_INJECTION,95,3.82,9.50
a7472e82,2026-04-10T07:46:49.388Z,0x28DD,192.168.1.13,SQL,USER_ENUMERATION,63,1.82,6.30
b0be3ac9,2026-04-10T07:48:01.388Z,0xE8D8,192.168.1.121,HTTP,ENV_SCAN,77,3.96,7.70
2a87f6a4,2026-04-10T07:49:13.388Z,0x33,192.168.1.29,SQL,BLIND_SQLI,75,2.88,7.50
c4c8aa75,2026-04-10T07:50:25.388Z,0x6028,192.168.1.64,SSH,BRUTE_FORCE,72,3.06,7.20
13799c5c,2026-04-10T07:51:37.388Z,0xD76E,192.168.1.39,HTTP,XSS_PAYLOAD,65,2.30,6.50
d0fd0214,2026-04-10T07:52:49.388Z,0xF894,192.168.1.116,HTTP,ENV_SCAN,62,2.11,6.20
1484b7a9,2026-04-10T07:54:01.388Z,0x8CFC,192.168.1.243,SSH,PRIV_ESC,83,2.91,8.30
5c0f2001,2026-04-10T07:55:13.388Z,0x7565,192.168.1.181,SQL,BLIND_SQLI,98,3.60,9.80
319c5091,2026-04-10T07:56:25.388Z,0x16EB,192.168.1.45,SQL,HONEYTOKEN_TRIGGER,93,1.98,9.30
82036316,2026-04-10T07:57:37.388Z,0xFF92,192.168.1.72,SQL,VERSION_PROBE,77,1.68,7.70
b414c157,2026-04-10T07:58:49.388Z,0xFCE9,192.168.1.229,SQL,TABLE_DROP,63,3.80,6.30
969cd12d,2026-04-10T08:00:01.388Z,0x3C97,192.168.1.82,SQL,VERSION_PROBE,63,3.35,6.30
54f27288,2026-04-10T08:01:13.388Z,0x76CB,192.168.1.14,SQL,USER_ENUMERATION,76,2.02,7.60
c8141870,2026-04-10T08:02:25.388Z,0xA88C,192.168.1.30,SSH,PRIV_ESC,89,1.80,8.90
003abd8d,2026-04-10T08:03:37.388Z,0x7D9D,192.168.1.253,SSH,BRUTE_FORCE,87,3.46,8.70
74402ab6,2026-04-10T08:04:49.388Z,0xC66B,192.168.1.71,SQL,USER_ENUMERATION,91,2.84,9.10
bc67ba65,2026-04-10T08:06:01.388Z,0x64E3,192.168.1.244,SSH,BRUTE_FORCE,94,1.79,9.40
2d8869a7,2026-04-10T08:07:13.388Z,0x872D,192.168.1.209,HTTP,DIR_TRAVERSAL,83,3.32,8.30
1334c1e0,2026-04-10T08:08:25.388Z,0x559B,192.168.1.179,SSH,ROOT_LOGIN_ATTEMPT,96,3.50,9.60
36b1364f,2026-04-10T08:09:37.388Z,0x168C,192.168.1.212,SQL,TABLE_DROP,77,2.23,7.70
796e2e69,2026-04-10T08:10:49.388Z,0xD9A3,192.168.1.21,SQL,TABLE_DROP,67,2.77,6.70
7728c206,2026-04-10T08:12:01.388Z,0xEFB3,192.168.1.40,SSH,BANNER_GRAB,65,2.04,6.50
d589d0e4,2026-04-10T08:13:13.388Z,0x95BF,192.168.1.83,HTTP,ADMIN_RECON,92,1.91,9.20
1feb81a4,2026-04-10T08:14:25.388Z,0xD69C,192.168.1.80,SQL,TABLE_DROP,85,2.58,8.50
4d865de3,2026-04-10T08:15:37.388Z,0x6054,192.168.1.61,HTTP,ENV_SCAN,95,4.21,9.50
6dba0c75,2026-04-10T08:16:49.388Z,0xEA52,192.168.1.121,HTTP,SQL_INJECTION,88,2.65,8.80
6073f33e,2026-04-10T08:18:01.388Z,0x93C4,192.168.1.61,SSH,SHELLCODE_INJECTION,65,3.60,6.50
a25e1074,2026-04-10T08:19:13.388Z,0x37FD,192.168.1.218,SQL,BLIND_SQLI,97,4.14,9.70
b31d0670,2026-04-10T08:20:25.388Z,0x1AEA,192.168.1.65,SSH,PRIV_ESC,71,1.96,7.10
244edd94,2026-04-10T08:21:37.388Z,0x53B2,192.168.1.100,HTTP,DIR_TRAVERSAL,74,3.01,7.40
8555dd25,2026-04-10T08:22:49.388Z,0xFC19,192.168.1.189,HTTP,DIR_TRAVERSAL,73,2.62,7.30
7059f90c,2026-04-10T08:24:01.388Z,0x9871,192.168.1.95,HTTP,SQL_INJECTION,96,4.15,9.60
465938a1,2026-04-10T08:25:13.388Z,0x6FA1,192.168.1.157,SQL,VERSION_PROBE,96,2.20,9.60
967d04df,2026-04-10T08:26:25.388Z,0x5FC,192.168.1.227,SSH,BANNER_GRAB,64,3.97,6.40
773c8f08,2026-04-10T08:27:37.388Z,0xB385,192.168.1.218,SSH,BANNER_GRAB,76,2.78,7.60
268fbc69,2026-04-10T08:28:49.388Z,0xD237,192.168.1.125,SSH,BRUTE_FORCE,95,3.79,9.50
974f104a,2026-04-10T08:30:01.388Z,0x2A89,192.168.1.92,SQL,VERSION_PROBE,71,4.32,7.10
5984e894,2026-04-10T08:31:13.388Z,0xF1EF,192.168.1.183,SSH,BRUTE_FORCE,74,4.38,7.40
99b38947,2026-04-10T08:32:25.388Z,0x3F94,192.168.1.83,HTTP,DIR_TRAVERSAL,83,2.31,8.30
77c4dc6f,2026-04-10T08:33:37.388Z,0xB84A,192.168.1.191,SQL,VERSION_PROBE,76,2.10,7.60
fce7ace8,2026-04-10T08:34:49.388Z,0xCE45,192.168.1.151,SQL,BLIND_SQLI,82,1.67,8.20
27c68003,2026-04-10T08:36:01.388Z,0xF7DC,192.168.1.252,SQL,USER_ENUMERATION,64,1.74,6.40
c6d3ca65,2026-04-10T08:37:13.388Z,0xB361,192.168.1.6,HTTP,DIR_TRAVERSAL,63,3.22,6.30
22a23883,2026-04-10T08:38:25.388Z,0x7D8B,192.168.1.85,SQL,HONEYTOKEN_TRIGGER,75,1.66,7.50
a49ac54f,2026-04-10T08:39:37.388Z,0x2DFD,192.168.1.69,SSH,ROOT_LOGIN_ATTEMPT,66,3.14,6.60
be9a3f44,2026-04-10T08:40:49.388Z,0x7740,192.168.1.245,SSH,SHELLCODE_INJECTION,69,2.31,6.90
8c4e635d,2026-04-10T08:42:01.388Z,0x9A26,192.168.1.30,SSH,PRIV_ESC,73,3.51,7.30
bf82919a,2026-04-10T08:43:13.388Z,0xD049,192.168.1.77,SSH,SHELLCODE_INJECTION,60,3.67,6.00
21d3a2bb,2026-04-10T08:44:25.388Z,0xB477,192.168.1.149,HTTP,ENV_SCAN,71,3.65,7.10
941f6914,2026-04-10T08:45:37.388Z,0xA2A2,192.168.1.235,SSH,BANNER_GRAB,62,4.31,6.20
0feeda4d,2026-04-10T08:46:49.388Z,0x1E14,192.168.1.180,SSH,SHELLCODE_INJECTION,84,4.26,8.40
98ac2dc4,2026-04-10T08:48:01.388Z,0x57C9,192.168.1.96,SQL,BLIND_SQLI,96,1.87,9.60
292559d5,2026-04-10T08:49:13.388Z,0xB48A,192.168.1.27,SQL,TABLE_DROP,85,2.56,8.50
aafb5e77,2026-04-10T08:50:25.388Z,0x95DC,192.168.1.229,SQL,VERSION_PROBE,84,2.67,8.40
a1c83dac,2026-04-10T08:51:37.388Z,0x9BBD,192.168.1.162,SQL,BLIND_SQLI,99,2.20,9.90
d2a40db5,2026-04-10T08:52:49.388Z,0xED57,192.168.1.210,HTTP,DIR_TRAVERSAL,61,3.72,6.10
3ab3ad5a,2026-04-10T08:54:01.388Z,0xC249,192.168.1.35,SQL,BLIND_SQLI,81,1.92,8.10
ecc8012a,2026-04-10T08:55:13.388Z,0x9871,192.168.1.78,SQL,USER_ENUMERATION,84,3.63,8.40
21ed437b,2026-04-10T08:56:25.388Z,0x7B4A,192.168.1.231,SQL,USER_ENUMERATION,86,1.88,8.60
6a8d150d,2026-04-10T08:57:37.388Z,0x94D2,192.168.1.101,SQL,VERSION_PROBE,74,3.74,7.40
4567e3ad,2026-04-10T08:58:49.388Z,0x3283,192.168.1.217,SSH,PRIV_ESC,71,2.69,7.10
f0b88d15,2026-04-10T09:00:01.388Z,0xA649,192.168.1.247,HTTP,XSS_PAYLOAD,74,3.38,7.40
09bc9fbd,2026-04-10T09:01:13.388Z,0xFE63,192.168.1.119,SSH,SHELLCODE_INJECTION,80,3.41,8.00
ab592cb3,2026-04-10T09:02:25.388Z,0x79B4,192.168.1.97,SSH,PRIV_ESC,96,1.87,9.60
f54e5b7c,2026-04-10T09:03:37.388Z,0xE517,192.168.1.90,SSH,PRIV_ESC,82,3.53,8.20
07e1d4c5,2026-04-10T09:04:49.388Z,0x888C,192.168.1.41,SQL,USER_ENUMERATION,64,3.14,6.40
99c2a5ef,2026-04-10T09:06:01.388Z,0x7978,192.168.1.95,HTTP,ENV_SCAN,99,3.54,9.90
1a37ace3,2026-04-10T09:07:13.388Z,0x8BE1,192.168.1.9,HTTP,XSS_PAYLOAD,77,2.53,7.70
0f6f1f73,2026-04-10T09:08:25.388Z,0x7A63,192.168.1.193,HTTP,XSS_PAYLOAD,94,3.26,9.40
d5403592,2026-04-10T09:09:37.388Z,0x9666,192.168.1.185,HTTP,XSS_PAYLOAD,97,3.21,9.70
2ffd20f5,2026-04-10T09:10:49.388Z,0xA8FF,192.168.1.43,HTTP,ADMIN_RECON,70,3.45,7.00
c9c486d9,2026-04-10T09:12:01.388Z,0x74AA,192.168.1.140,SQL,USER_ENUMERATION,85,4.04,8.50
53cd78f4,2026-04-10T09:13:13.388Z,0xF379,192.168.1.244,SQL,USER_ENUMERATION,99,3.49,9.90
aeab2a40,2026-04-10T09:14:25.388Z,0x1BDE,192.168.1.56,SSH,BANNER_GRAB,66,3.71,6.60
